date,state,cases_new,checkins,unique_ind,unique_loc
2020-08-26,Labuan,0,,,
2020-08-26,Putrajaya,0,,,
2020-08-27,Johor,0,,,
2020-08-27,Kedah,0,,,
2020-08-27,Kelantan,0,,,
2020-08-27,Melaka,3,,,
2020-08-27,Negeri Sembilan,0,,,
2020-08-27,Pahang,0,,,
2020-08-27,Perak,0,,,
2020-08-27,Perlis,0,,,
2020-08-27,Penang,0,,,
2020-08-27,Sabah,0,,,
2020-08-27,Sarawak,0,,,
2020-08-27,Selangor,2,,,
2020-08-27,Terengganu,0,,,
2020-08-27,Kuala Lumpur,0,,,
2020-08-27,Labuan,0,,,
2020-08-27,Putrajaya,0,,,
2020-08-28,Johor,0,,,
2020-08-28,Kedah,1,,,
2020-08-28,Kelantan,0,,,
2020-08-28,Melaka,0,,,
2020-08-28,Negeri Sembilan,0,,,
2020-08-28,Pahang,0,,,
2020-08-28,Perak,0,,,
2020-08-28,Perlis,0,,,
2020-08-28,Penang,0,,,
2020-08-28,Sabah,0,,,
2020-08-28,Sarawak,1,,,
2020-08-28,Selangor,3,,,
2020-08-28,Terengganu,0,,,
2020-08-28,Kuala Lumpur,5,,,
2020-08-28,Labuan,0,,,
2020-08-28,Putrajaya,0,,,
2020-08-29,Johor,0,,,
2020-08-29,Kedah,0,,,
2020-08-29,Kelantan,0,,,
2020-08-29,Melaka,0,,,
2020-08-29,Negeri Sembilan,0,,,
2020-08-29,Pahang,0,,,
2020-08-29,Perak,0,,,
2020-08-29,Perlis,0,,,
2020-08-29,Penang,0,,,
2020-08-29,Sabah,0,,,
2020-08-29,Sarawak,1,,,
2020-08-29,Selangor,2,,,
2020-08-29,Terengganu,0,,,
2020-08-29,Kuala Lumpur,8,,,
2020-08-29,Labuan,0,,,
2020-08-29,Putrajaya,0,,,
2020-08-30,Johor,0,,,
2020-08-30,Kedah,1,,,
2020-08-30,Kelantan,0,,,
2020-08-30,Melaka,0,,,
2020-08-30,Negeri Sembilan,0,,,
2020-08-30,Pahang,0,,,
2020-08-30,Perak,0,,,
2020-08-30,Perlis,0,,,
2020-08-30,Penang,0,,,
2020-08-30,Sabah,0,,,
2020-08-30,Sarawak,1,,,
2020-08-30,Selangor,1,,,
2020-08-30,Terengganu,0,,,
2020-08-30,Kuala Lumpur,14,,,
2020-08-30,Labuan,0,,,
2020-08-30,Putrajaya,0,,,
2020-08-31,Johor,0,,,
2020-08-31,Kedah,2,,,
2020-08-31,Kelantan,0,,,
2020-08-31,Melaka,0,,,
2020-08-31,Negeri Sembilan,0,,,
2020-08-31,Pahang,0,,,
2020-08-31,Perak,0,,,
2020-08-31,Perlis,0,,,
2020-08-31,Penang,0,,,
2020-08-31,Sabah,0,,,
2020-08-31,Sarawak,0,,,
2020-08-31,Selangor,4,,,
2020-08-31,Terengganu,0,,,
2020-08-31,Kuala Lumpur,0,,,
2020-08-31,Labuan,0,,,
2020-08-31,Putrajaya,0,,,
2020-09-01,Johor,0,,,
2020-09-01,Kedah,2,,,
2020-09-01,Kelantan,0,,,
2020-09-01,Melaka,0,,,
2020-09-01,Negeri Sembilan,0,,,
2020-09-01,Pahang,0,,,
2020-09-01,Perak,0,,,
2020-09-01,Perlis,0,,,
2020-09-01,Penang,0,,,
2020-09-01,Sabah,9,,,
2020-09-01,Sarawak,0,,,
2020-09-01,Selangor,3,,,
2020-09-01,Terengganu,0,,,
2020-09-01,Kuala Lumpur,0,,,
2020-09-01,Labuan,0,,,
2020-09-01,Putrajaya,0,,,
2020-09-02,Johor,0,,,
2020-09-02,Kedah,0,,,
2020-09-02,Kelantan,0,,,
2020-09-02,Melaka,0,,,
2020-09-02,Negeri Sembilan,0,,,
2020-09-02,Pahang,1,,,
2020-09-02,Perak,0,,,
2020-09-02,Perlis,0,,,
2020-09-02,Penang,0,,,
2020-09-02,Sabah,0,,,
2020-09-02,Sarawak,0,,,
2020-09-02,Selangor,1,,,
2020-09-02,Terengganu,0,,,
2020-09-02,Kuala Lumpur,4,,,
2020-09-02,Labuan,0,,,
2020-09-02,Putrajaya,0,,,
2020-09-03,Johor,1,,,
2020-09-03,Kedah,4,,,
2020-09-03,Kelantan,0,,,
2020-09-03,Melaka,0,,,
2020-09-03,Negeri Sembilan,2,,,
2020-09-03,Pahang,0,,,
2020-09-03,Perak,0,,,
2020-09-03,Perlis,0,,,
2020-09-03,Penang,0,,,
2020-09-03,Sabah,6,,,
2020-09-03,Sarawak,0,,,
2020-09-03,Selangor,0,,,
2020-09-03,Terengganu,0,,,
2020-09-03,Kuala Lumpur,1,,,
2020-09-03,Labuan,0,,,
2020-09-03,Putrajaya,0,,,
2020-09-04,Johor,0,,,
2020-09-04,Kedah,1,,,
2020-09-04,Kelantan,0,,,
2020-09-04,Melaka,0,,,
2020-09-04,Negeri Sembilan,1,,,
2020-09-04,Pahang,0,,,
2020-09-04,Perak,0,,,
2020-09-04,Perlis,0,,,
2020-09-04,Penang,0,,,
2020-09-04,Sabah,0,,,
2020-09-04,Sarawak,0,,,
2020-09-04,Selangor,2,,,
2020-09-04,Terengganu,0,,,
2020-09-04,Kuala Lumpur,7,,,
2020-09-04,Labuan,0,,,
2020-09-04,Putrajaya,0,,,
2020-09-05,Johor,0,,,
2020-09-05,Kedah,1,,,
2020-09-05,Kelantan,0,,,
2020-09-05,Melaka,0,,,
2020-09-05,Negeri Sembilan,0,,,
2020-09-05,Pahang,0,,,
2020-09-05,Perak,0,,,
2020-09-05,Perlis,0,,,
2020-09-05,Penang,0,,,
2020-09-05,Sabah,1,,,
2020-09-05,Sarawak,0,,,
2020-09-05,Selangor,0,,,
2020-09-05,Terengganu,0,,,
2020-09-05,Kuala Lumpur,4,,,
2020-09-05,Labuan,0,,,
2020-09-05,Putrajaya,0,,,
2020-09-06,Johor,0,,,
2020-09-06,Kedah,0,,,
2020-09-06,Kelantan,0,,,
2020-09-06,Melaka,0,,,
2020-09-06,Negeri Sembilan,0,,,
2020-09-06,Pahang,0,,,
2020-09-06,Perak,0,,,
2020-09-06,Perlis,0,,,
2020-09-06,Penang,1,,,
2020-09-06,Sabah,2,,,
2020-09-06,Sarawak,0,,,
2020-09-06,Selangor,0,,,
2020-09-06,Terengganu,0,,,
2020-09-06,Kuala Lumpur,3,,,
2020-09-06,Labuan,0,,,
2020-09-06,Putrajaya,0,,,
2020-09-07,Johor,0,,,
2020-09-07,Kedah,4,,,
2020-09-07,Kelantan,0,,,
2020-09-07,Melaka,0,,,
2020-09-07,Negeri Sembilan,0,,,
2020-09-07,Pahang,0,,,
2020-09-07,Perak,0,,,
2020-09-07,Perlis,0,,,
2020-09-07,Penang,1,,,
2020-09-07,Sabah,51,,,
2020-09-07,Sarawak,0,,,
2020-09-07,Selangor,2,,,
2020-09-07,Terengganu,0,,,
2020-09-07,Kuala Lumpur,4,,,
2020-09-07,Labuan,0,,,
2020-09-07,Putrajaya,0,,,
2020-09-08,Johor,0,,,
2020-09-08,Kedah,22,,,
2020-09-08,Kelantan,0,,,
2020-09-08,Melaka,0,,,
2020-09-08,Negeri Sembilan,1,,,
2020-09-08,Pahang,0,,,
2020-09-08,Perak,0,,,
2020-09-08,Perlis,1,,,
2020-09-08,Penang,0,,,
2020-09-08,Sabah,62,,,
2020-09-08,Sarawak,0,,,
2020-09-08,Selangor,9,,,
2020-09-08,Terengganu,0,,,
2020-09-08,Kuala Lumpur,5,,,
2020-09-08,Labuan,0,,,
2020-09-08,Putrajaya,0,,,
2020-09-09,Johor,0,,,
2020-09-09,Kedah,16,,,
2020-09-09,Kelantan,0,,,
2020-09-09,Melaka,0,,,
2020-09-09,Negeri Sembilan,1,,,
2020-09-09,Pahang,0,,,
2020-09-09,Perak,0,,,
2020-09-09,Perlis,0,,,
2020-09-09,Penang,0,,,
2020-09-09,Sabah,4,,,
2020-09-09,Sarawak,1,,,
2020-09-09,Selangor,1,,,
2020-09-09,Terengganu,0,,,
2020-09-09,Kuala Lumpur,1,,,
2020-09-09,Labuan,0,,,
2020-09-09,Putrajaya,0,,,
2020-09-10,Johor,0,,,
2020-09-10,Kedah,4,,,
2020-09-10,Kelantan,0,,,
2020-09-10,Melaka,0,,,
2020-09-10,Negeri Sembilan,0,,,
2020-09-10,Pahang,0,,,
2020-09-10,Perak,0,,,
2020-09-10,Perlis,0,,,
2020-09-10,Penang,0,,,
2020-09-10,Sabah,40,,,
2020-09-10,Sarawak,0,,,
2020-09-10,Selangor,1,,,
2020-09-10,Terengganu,0,,,
2020-09-10,Kuala Lumpur,0,,,
2020-09-10,Labuan,0,,,
2020-09-10,Putrajaya,0,,,
2020-09-11,Johor,0,,,
2020-09-11,Kedah,14,,,
2020-09-11,Kelantan,0,,,
2020-09-11,Melaka,0,,,
2020-09-11,Negeri Sembilan,0,,,
2020-09-11,Pahang,0,,,
2020-09-11,Perak,0,,,
2020-09-11,Perlis,0,,,
2020-09-11,Penang,0,,,
2020-09-11,Sabah,167,,,
2020-09-11,Sarawak,0,,,
2020-09-11,Selangor,1,,,
2020-09-11,Terengganu,0,,,
2020-09-11,Kuala Lumpur,0,,,
2020-09-11,Labuan,0,,,
2020-09-11,Putrajaya,0,,,
2020-09-12,Johor,0,,,
2020-09-12,Kedah,5,,,
2020-09-12,Kelantan,0,,,
2020-09-12,Melaka,0,,,
2020-09-12,Negeri Sembilan,0,,,
2020-09-12,Pahang,0,,,
2020-09-12,Perak,0,,,
2020-09-12,Perlis,0,,,
2020-09-12,Penang,0,,,
2020-09-12,Sabah,49,,,
2020-09-12,Sarawak,0,,,
2020-09-12,Selangor,2,,,
2020-09-12,Terengganu,0,,,
2020-09-12,Kuala Lumpur,2,,,
2020-09-12,Labuan,0,,,
2020-09-12,Putrajaya,0,,,
2020-09-13,Johor,0,,,
2020-09-13,Kedah,14,,,
2020-09-13,Kelantan,0,,,
2020-09-13,Melaka,0,,,
2020-09-13,Negeri Sembilan,0,,,
2020-09-13,Pahang,0,,,
2020-09-13,Perak,0,,,
2020-09-13,Perlis,0,,,
2020-09-13,Penang,0,,,
2020-09-13,Sabah,31,,,
2020-09-13,Sarawak,0,,,
2020-09-13,Selangor,1,,,
2020-09-13,Terengganu,0,,,
2020-09-13,Kuala Lumpur,1,,,
2020-09-13,Labuan,0,,,
2020-09-13,Putrajaya,0,,,
2020-09-14,Johor,0,,,
2020-09-14,Kedah,1,,,
2020-09-14,Kelantan,0,,,
2020-09-14,Melaka,0,,,
2020-09-14,Negeri Sembilan,4,,,
2020-09-14,Pahang,0,,,
2020-09-14,Perak,0,,,
2020-09-14,Perlis,0,,,
2020-09-14,Penang,0,,,
2020-09-14,Sabah,25,,,
2020-09-14,Sarawak,0,,,
2020-09-14,Selangor,0,,,
2020-09-14,Terengganu,0,,,
2020-09-14,Kuala Lumpur,1,,,
2020-09-14,Labuan,0,,,
2020-09-14,Putrajaya,0,,,
2020-09-15,Johor,0,,,
2020-09-15,Kedah,0,,,
2020-09-15,Kelantan,0,,,
2020-09-15,Melaka,0,,,
2020-09-15,Negeri Sembilan,0,,,
2020-09-15,Pahang,0,,,
2020-09-15,Perak,0,,,
2020-09-15,Perlis,0,,,
2020-09-15,Penang,0,,,
2020-09-15,Sabah,13,,,
2020-09-15,Sarawak,0,,,
2020-09-15,Selangor,5,,,
2020-09-15,Terengganu,0,,,
2020-09-15,Kuala Lumpur,5,,,
2020-09-15,Labuan,0,,,
2020-09-15,Putrajaya,0,,,
2020-09-16,Johor,0,,,
2020-09-16,Kedah,1,,,
2020-09-16,Kelantan,0,,,
2020-09-16,Melaka,0,,,
2020-09-16,Negeri Sembilan,0,,,
2020-09-16,Pahang,0,,,
2020-09-16,Perak,0,,,
2020-09-16,Perlis,0,,,
2020-09-16,Penang,1,,,
2020-09-16,Sabah,60,,,
2020-09-16,Sarawak,0,,,
2020-09-16,Selangor,0,,,
2020-09-16,Terengganu,0,,,
2020-09-16,Kuala Lumpur,0,,,
2020-09-16,Labuan,0,,,
2020-09-16,Putrajaya,0,,,
2020-09-17,Johor,0,,,
2020-09-17,Kedah,7,,,
2020-09-17,Kelantan,0,,,
2020-09-17,Melaka,0,,,
2020-09-17,Negeri Sembilan,0,,,
2020-09-17,Pahang,0,,,
2020-09-17,Perak,0,,,
2020-09-17,Perlis,0,,,
2020-09-17,Penang,2,,,
2020-09-17,Sabah,8,,,
2020-09-17,Sarawak,1,,,
2020-09-17,Selangor,3,,,
2020-09-17,Terengganu,0,,,
2020-09-17,Kuala Lumpur,0,,,
2020-09-17,Labuan,0,,,
2020-09-17,Putrajaya,0,,,
2020-09-18,Johor,0,,,
2020-09-18,Kedah,0,,,
2020-09-18,Kelantan,0,,,
2020-09-18,Melaka,0,,,
2020-09-18,Negeri Sembilan,1,,,
2020-09-18,Pahang,0,,,
2020-09-18,Perak,0,,,
2020-09-18,Perlis,0,,,
2020-09-18,Penang,0,,,
2020-09-18,Sabah,91,,,
2020-09-18,Sarawak,0,,,
2020-09-18,Selangor,3,,,
2020-09-18,Terengganu,0,,,
2020-09-18,Kuala Lumpur,0,,,
2020-09-18,Labuan,0,,,
2020-09-18,Putrajaya,0,,,
2020-09-19,Johor,0,,,
2020-09-19,Kedah,9,,,
2020-09-19,Kelantan,0,,,
2020-09-19,Melaka,0,,,
2020-09-19,Negeri Sembilan,0,,,
2020-09-19,Pahang,0,,,
2020-09-19,Perak,0,,,
2020-09-19,Perlis,0,,,
2020-09-19,Penang,0,,,
2020-09-19,Sabah,8,,,
2020-09-19,Sarawak,0,,,
2020-09-19,Selangor,1,,,
2020-09-19,Terengganu,0,,,
2020-09-19,Kuala Lumpur,2,,,
2020-09-19,Labuan,0,,,
2020-09-19,Putrajaya,0,,,
2020-09-20,Johor,0,,,
2020-09-20,Kedah,3,,,
2020-09-20,Kelantan,0,,,
2020-09-20,Melaka,0,,,
2020-09-20,Negeri Sembilan,0,,,
2020-09-20,Pahang,0,,,
2020-09-20,Perak,0,,,
2020-09-20,Perlis,0,,,
2020-09-20,Penang,1,,,
2020-09-20,Sabah,36,,,
2020-09-20,Sarawak,0,,,
2020-09-20,Selangor,4,,,
2020-09-20,Terengganu,0,,,
2020-09-20,Kuala Lumpur,6,,,
2020-09-20,Labuan,2,,,
2020-09-20,Putrajaya,0,,,
2020-09-21,Johor,0,,,
2020-09-21,Kedah,1,,,
2020-09-21,Kelantan,0,,,
2020-09-21,Melaka,0,,,
2020-09-21,Negeri Sembilan,0,,,
2020-09-21,Pahang,0,,,
2020-09-21,Perak,0,,,
2020-09-21,Perlis,0,,,
2020-09-21,Penang,0,,,
2020-09-21,Sabah,49,,,
2020-09-21,Sarawak,0,,,
2020-09-21,Selangor,4,,,
2020-09-21,Terengganu,0,,,
2020-09-21,Kuala Lumpur,3,,,
2020-09-21,Labuan,0,,,
2020-09-21,Putrajaya,0,,,
2020-09-22,Johor,0,,,
2020-09-22,Kedah,10,,,
2020-09-22,Kelantan,0,,,
2020-09-22,Melaka,0,,,
2020-09-22,Negeri Sembilan,0,,,
2020-09-22,Pahang,0,,,
2020-09-22,Perak,0,,,
2020-09-22,Perlis,0,,,
2020-09-22,Penang,0,,,
2020-09-22,Sabah,60,,,
2020-09-22,Sarawak,2,,,
2020-09-22,Selangor,1,,,
2020-09-22,Terengganu,0,,,
2020-09-22,Kuala Lumpur,9,,,
2020-09-22,Labuan,0,,,
2020-09-22,Putrajaya,0,,,
2020-09-23,Johor,0,,,
2020-09-23,Kedah,5,,,
2020-09-23,Kelantan,1,,,
2020-09-23,Melaka,0,,,
2020-09-23,Negeri Sembilan,0,,,
2020-09-23,Pahang,0,,,
2020-09-23,Perak,0,,,
2020-09-23,Perlis,0,,,
2020-09-23,Penang,0,,,
2020-09-23,Sabah,134,,,
2020-09-23,Sarawak,0,,,
2020-09-23,Selangor,2,,,
2020-09-23,Terengganu,0,,,
2020-09-23,Kuala Lumpur,5,,,
2020-09-23,Labuan,0,,,
2020-09-23,Putrajaya,0,,,
2020-09-24,Johor,1,,,
2020-09-24,Kedah,4,,,
2020-09-24,Kelantan,0,,,
2020-09-24,Melaka,0,,,
2020-09-24,Negeri Sembilan,0,,,
2020-09-24,Pahang,0,,,
2020-09-24,Perak,0,,,
2020-09-24,Perlis,0,,,
2020-09-24,Penang,0,,,
2020-09-24,Sabah,63,,,
2020-09-24,Sarawak,0,,,
2020-09-24,Selangor,3,,,
2020-09-24,Terengganu,0,,,
2020-09-24,Kuala Lumpur,0,,,
2020-09-24,Labuan,0,,,
2020-09-24,Putrajaya,0,,,
2020-09-25,Johor,1,,,
2020-09-25,Kedah,8,,,
2020-09-25,Kelantan,0,,,
2020-09-25,Melaka,0,,,
2020-09-25,Negeri Sembilan,0,,,
2020-09-25,Pahang,1,,,
2020-09-25,Perak,0,,,
2020-09-25,Perlis,0,,,
2020-09-25,Penang,0,,,
2020-09-25,Sabah,97,,,
2020-09-25,Sarawak,0,,,
2020-09-25,Selangor,2,,,
2020-09-25,Terengganu,0,,,
2020-09-25,Kuala Lumpur,2,,,
2020-09-25,Labuan,0,,,
2020-09-25,Putrajaya,0,,,
2020-09-26,Johor,1,,,
2020-09-26,Kedah,0,,,
2020-09-26,Kelantan,0,,,
2020-09-26,Melaka,1,,,
2020-09-26,Negeri Sembilan,3,,,
2020-09-26,Pahang,1,,,
2020-09-26,Perak,0,,,
2020-09-26,Perlis,0,,,
2020-09-26,Penang,0,,,
2020-09-26,Sabah,64,,,
2020-09-26,Sarawak,1,,,
2020-09-26,Selangor,2,,,
2020-09-26,Terengganu,2,,,
2020-09-26,Kuala Lumpur,6,,,
2020-09-26,Labuan,1,,,
2020-09-26,Putrajaya,0,,,
2020-09-27,Johor,2,,,
2020-09-27,Kedah,0,,,
2020-09-27,Kelantan,0,,,
2020-09-27,Melaka,1,,,
2020-09-27,Negeri Sembilan,0,,,
2020-09-27,Pahang,4,,,
2020-09-27,Perak,0,,,
2020-09-27,Perlis,0,,,
2020-09-27,Penang,0,,,
2020-09-27,Sabah,124,,,
2020-09-27,Sarawak,2,,,
2020-09-27,Selangor,11,,,
2020-09-27,Terengganu,0,,,
2020-09-27,Kuala Lumpur,6,,,
2020-09-27,Labuan,0,,,
2020-09-27,Putrajaya,0,,,
2020-09-28,Johor,0,,,
2020-09-28,Kedah,1,,,
2020-09-28,Kelantan,0,,,
2020-09-28,Melaka,1,,,
2020-09-28,Negeri Sembilan,1,,,
2020-09-28,Pahang,0,,,
2020-09-28,Perak,0,,,
2020-09-28,Perlis,0,,,
2020-09-28,Penang,0,,,
2020-09-28,Sabah,98,,,
2020-09-28,Sarawak,0,,,
2020-09-28,Selangor,11,,,
2020-09-28,Terengganu,1,,,
2020-09-28,Kuala Lumpur,1,,,
2020-09-28,Labuan,1,,,
2020-09-28,Putrajaya,0,,,
2020-09-29,Johor,2,,,
2020-09-29,Kedah,1,,,
2020-09-29,Kelantan,1,,,
2020-09-29,Melaka,1,,,
2020-09-29,Negeri Sembilan,0,,,
2020-09-29,Pahang,0,,,
2020-09-29,Perak,1,,,
2020-09-29,Perlis,1,,,
2020-09-29,Penang,1,,,
2020-09-29,Sabah,73,,,
2020-09-29,Sarawak,3,,,
2020-09-29,Selangor,15,,,
2020-09-29,Terengganu,0,,,
2020-09-29,Kuala Lumpur,1,,,
2020-09-29,Labuan,0,,,
2020-09-29,Putrajaya,1,,,
2020-09-30,Johor,8,,,
2020-09-30,Kedah,13,,,
2020-09-30,Kelantan,2,,,
2020-09-30,Melaka,0,,,
2020-09-30,Negeri Sembilan,1,,,
2020-09-30,Pahang,2,,,
2020-09-30,Perak,1,,,
2020-09-30,Perlis,2,,,
2020-09-30,Penang,1,,,
2020-09-30,Sabah,35,,,
2020-09-30,Sarawak,4,,,
2020-09-30,Selangor,10,,,
2020-09-30,Terengganu,3,,,
2020-09-30,Kuala Lumpur,6,,,
2020-09-30,Labuan,1,,,
2020-09-30,Putrajaya,0,,,
2020-10-01,Johor,5,,,
2020-10-01,Kedah,98,,,
2020-10-01,Kelantan,0,,,
2020-10-01,Melaka,1,,,
2020-10-01,Negeri Sembilan,0,,,
2020-10-01,Pahang,1,,,
2020-10-01,Perak,0,,,
2020-10-01,Perlis,2,,,
2020-10-01,Penang,1,,,
2020-10-01,Sabah,78,,,
2020-10-01,Sarawak,0,,,
2020-10-01,Selangor,13,,,
2020-10-01,Terengganu,2,,,
2020-10-01,Kuala Lumpur,14,,,
2020-10-01,Labuan,0,,,
2020-10-01,Putrajaya,5,,,
2020-10-02,Johor,1,,,
2020-10-02,Kedah,129,,,
2020-10-02,Kelantan,2,,,
2020-10-02,Melaka,0,,,
2020-10-02,Negeri Sembilan,2,,,
2020-10-02,Pahang,1,,,
2020-10-02,Perak,3,,,
2020-10-02,Perlis,0,,,
2020-10-02,Penang,0,,,
2020-10-02,Sabah,153,,,
2020-10-02,Sarawak,0,,,
2020-10-02,Selangor,31,,,
2020-10-02,Terengganu,3,,,
2020-10-02,Kuala Lumpur,1,,,
2020-10-02,Labuan,1,,,
2020-10-02,Putrajaya,0,,,
2020-10-03,Johor,4,,,
2020-10-03,Kedah,102,,,
2020-10-03,Kelantan,2,,,
2020-10-03,Melaka,0,,,
2020-10-03,Negeri Sembilan,1,,,
2020-10-03,Pahang,0,,,
2020-10-03,Perak,0,,,
2020-10-03,Perlis,0,,,
2020-10-03,Penang,3,,,
2020-10-03,Sabah,155,,,
2020-10-03,Sarawak,3,,,
2020-10-03,Selangor,32,,,
2020-10-03,Terengganu,9,,,
2020-10-03,Kuala Lumpur,4,,,
2020-10-03,Labuan,0,,,
2020-10-03,Putrajaya,2,,,
2020-10-04,Johor,8,,,
2020-10-04,Kedah,113,,,
2020-10-04,Kelantan,1,,,
2020-10-04,Melaka,0,,,
2020-10-04,Negeri Sembilan,2,,,
2020-10-04,Pahang,0,,,
2020-10-04,Perak,2,,,
2020-10-04,Perlis,0,,,
2020-10-04,Penang,1,,,
2020-10-04,Sabah,126,,,
2020-10-04,Sarawak,1,,,
2020-10-04,Selangor,31,,,
2020-10-04,Terengganu,0,,,
2020-10-04,Kuala Lumpur,3,,,
2020-10-04,Labuan,5,,,
2020-10-04,Putrajaya,0,,,
2020-10-05,Johor,2,,,
2020-10-05,Kedah,241,,,
2020-10-05,Kelantan,1,,,
2020-10-05,Melaka,1,,,
2020-10-05,Negeri Sembilan,1,,,
2020-10-05,Pahang,1,,,
2020-10-05,Perak,2,,,
2020-10-05,Perlis,0,,,
2020-10-05,Penang,0,,,
2020-10-05,Sabah,130,,,
2020-10-05,Sarawak,1,,,
2020-10-05,Selangor,34,,,
2020-10-05,Terengganu,5,,,
2020-10-05,Kuala Lumpur,7,,,
2020-10-05,Labuan,4,,,
2020-10-05,Putrajaya,2,,,
2020-10-06,Johor,6,,,
2020-10-06,Kedah,397,,,
2020-10-06,Kelantan,0,,,
2020-10-06,Melaka,0,,,
2020-10-06,Negeri Sembilan,7,,,
2020-10-06,Pahang,0,,,
2020-10-06,Perak,8,,,
2020-10-06,Perlis,0,,,
2020-10-06,Penang,3,,,
2020-10-06,Sabah,219,,,
2020-10-06,Sarawak,3,,,
2020-10-06,Selangor,39,,,
2020-10-06,Terengganu,1,,,
2020-10-06,Kuala Lumpur,6,,,
2020-10-06,Labuan,1,,,
2020-10-06,Putrajaya,1,,,
2020-10-07,Johor,6,,,
2020-10-07,Kedah,153,,,
2020-10-07,Kelantan,1,,,
2020-10-07,Melaka,0,,,
2020-10-07,Negeri Sembilan,1,,,
2020-10-07,Pahang,2,,,
2020-10-07,Perak,4,,,
2020-10-07,Perlis,0,,,
2020-10-07,Penang,7,,,
2020-10-07,Sabah,282,,,
2020-10-07,Sarawak,3,,,
2020-10-07,Selangor,20,,,
2020-10-07,Terengganu,4,,,
2020-10-07,Kuala Lumpur,4,,,
2020-10-07,Labuan,0,,,
2020-10-07,Putrajaya,2,,,
2020-10-08,Johor,5,,,
2020-10-08,Kedah,16,,,
2020-10-08,Kelantan,0,,,
2020-10-08,Melaka,1,,,
2020-10-08,Negeri Sembilan,2,,,
2020-10-08,Pahang,1,,,
2020-10-08,Perak,5,,,
2020-10-08,Perlis,0,,,
2020-10-08,Penang,1,,,
2020-10-08,Sabah,271,,,
2020-10-08,Sarawak,8,,,
2020-10-08,Selangor,36,,,
2020-10-08,Terengganu,5,,,
2020-10-08,Kuala Lumpur,12,,,
2020-10-08,Labuan,10,,,
2020-10-08,Putrajaya,2,,,
2020-10-09,Johor,5,,,
2020-10-09,Kedah,10,,,
2020-10-09,Kelantan,0,,,
2020-10-09,Melaka,0,,,
2020-10-09,Negeri Sembilan,4,,,
2020-10-09,Pahang,0,,,
2020-10-09,Perak,1,,,
2020-10-09,Perlis,0,,,
2020-10-09,Penang,8,,,
2020-10-09,Sabah,274,,,
2020-10-09,Sarawak,10,,,
2020-10-09,Selangor,24,,,
2020-10-09,Terengganu,5,,,
2020-10-09,Kuala Lumpur,10,,,
2020-10-09,Labuan,1,,,
2020-10-09,Putrajaya,2,,,
2020-10-10,Johor,2,,,
2020-10-10,Kedah,27,,,
2020-10-10,Kelantan,0,,,
2020-10-10,Melaka,1,,,
2020-10-10,Negeri Sembilan,0,,,
2020-10-10,Pahang,0,,,
2020-10-10,Perak,2,,,
2020-10-10,Perlis,0,,,
2020-10-10,Penang,3,,,
2020-10-10,Sabah,277,,,
2020-10-10,Sarawak,9,,,
2020-10-10,Selangor,44,,,
2020-10-10,Terengganu,0,,,
2020-10-10,Kuala Lumpur,6,,,
2020-10-10,Labuan,2,,,
2020-10-10,Putrajaya,1,,,
2020-10-11,Johor,3,,,
2020-10-11,Kedah,16,,,
2020-10-11,Kelantan,0,,,
2020-10-11,Melaka,3,,,
2020-10-11,Negeri Sembilan,0,,,
2020-10-11,Pahang,0,,,
2020-10-11,Perak,1,,,
2020-10-11,Perlis,0,,,
2020-10-11,Penang,1,,,
2020-10-11,Sabah,488,,,
2020-10-11,Sarawak,0,,,
2020-10-11,Selangor,26,,,
2020-10-11,Terengganu,3,,,
2020-10-11,Kuala Lumpur,15,,,
2020-10-11,Labuan,5,,,
2020-10-11,Putrajaya,0,,,
2020-10-12,Johor,2,,,
2020-10-12,Kedah,10,,,
2020-10-12,Kelantan,0,,,
2020-10-12,Melaka,1,,,
2020-10-12,Negeri Sembilan,12,,,
2020-10-12,Pahang,0,,,
2020-10-12,Perak,4,,,
2020-10-12,Perlis,0,,,
2020-10-12,Penang,141,,,
2020-10-12,Sabah,291,,,
2020-10-12,Sarawak,1,,,
2020-10-12,Selangor,69,,,
2020-10-12,Terengganu,0,,,
2020-10-12,Kuala Lumpur,28,,,
2020-10-12,Labuan,2,,,
2020-10-12,Putrajaya,2,,,
2020-10-13,Johor,10,,,
2020-10-13,Kedah,60,,,
2020-10-13,Kelantan,0,,,
2020-10-13,Melaka,0,,,
2020-10-13,Negeri Sembilan,2,,,
2020-10-13,Pahang,1,,,
2020-10-13,Perak,16,,,
2020-10-13,Perlis,0,,,
2020-10-13,Penang,23,,,
2020-10-13,Sabah,443,,,
2020-10-13,Sarawak,0,,,
2020-10-13,Selangor,76,,,
2020-10-13,Terengganu,0,,,
2020-10-13,Kuala Lumpur,10,,,
2020-10-13,Labuan,19,,,
2020-10-13,Putrajaya,0,,,
2020-10-14,Johor,3,,,
2020-10-14,Kedah,113,,,
2020-10-14,Kelantan,0,,,
2020-10-14,Melaka,2,,,
2020-10-14,Negeri Sembilan,1,,,
2020-10-14,Pahang,0,,,
2020-10-14,Perak,3,,,
2020-10-14,Perlis,0,,,
2020-10-14,Penang,17,,,
2020-10-14,Sabah,429,,,
2020-10-14,Sarawak,3,,,
2020-10-14,Selangor,68,,,
2020-10-14,Terengganu,0,,,
2020-10-14,Kuala Lumpur,12,,,
2020-10-14,Labuan,8,,,
2020-10-14,Putrajaya,1,,,
2020-10-15,Johor,0,,,
